index,Unnamed: 0,segment_id,start_time_seconds,end_time_seconds,label,duration_x,clip_id,conjunto,filename,duration_y
38905,105626,lFzhCz2Uzaw_23000,0.0,10.0,/m/012f08,10.0,-0x4e62cc174a2aafae,entrenamiento,-0x4e62cc174a2aafae,10.0188125
39376,107251,ZtmqZl5OOLU_0,0.753,10.0,/m/012f08,9.247,-0x3d8e11ec7cfbf90f,entrenamiento,-0x3d8e11ec7cfbf90f,9.9735
39251,106785,3vBu3hZCzSM_0,0.028,10.0,/m/012f08,9.972,0x4b51a6759c574baf,entrenamiento,0x4b51a6759c574baf,9.9735
39115,106325,pmqr5sarP_A_10000,0.883,4.083,/m/012f08,3.2,-0x5594637e57a51d15,entrenamiento,-0x5594637e57a51d15,4.0535
39390,107305,pLObOvNq6pg_20000,0.0,10.0,/m/012f08,10.0,0x2ac5fbb9a3991d3b,entrenamiento,0x2ac5fbb9a3991d3b,10.0001875
39001,105965,lKs05DCaO4A_17000,0.0,9.517,/m/012f08,9.517,0x1bb90b09051a146c,entrenamiento,0x1bb90b09051a146c,9.5171875
39357,107164,9w3RzoD3BAc_12000,6.123,9.432,/m/012f08,3.309,0xf8d856a47cc218e,entrenamiento,0xf8d856a47cc218e,3.3090625
39145,106415,95Z6hMGuWRA_27000,0.0,9.897,/m/012f08,9.897,-0x519fa29a53199ef7,entrenamiento,-0x519fa29a53199ef7,9.91975
39072,106201,0TeYskXhwbM_30000,9.382,10.0,/m/012f08,0.6180000000000003,-0x2a7d11b14764dadd,entrenamiento,-0x2a7d11b14764dadd,0.618
39057,106159,f-dQYBH-7dQ_30000,6.297,10.0,/m/012f08,3.703,-0x43bca8744f039c84,entrenamiento,-0x43bca8744f039c84,3.711
45836,125385,V9vQFBkf5cA_100000,4.764,10.0,/m/012n7d,5.236,-0x75c46c21187417bb,entrenamiento,-0x75c46c21187417bb,5.2521875
45851,125424,nC_IPV1fOVg_0,0.086,8.004,/m/012n7d,7.917999999999999,-0x7ee14e683ee841c0,entrenamiento,-0x7ee14e683ee841c0,7.9735
45863,125459,g4n4_16-MQA_0,0.048,6.661,/m/012n7d,6.613,0x46150821e5cb1f9f,entrenamiento,0x46150821e5cb1f9f,6.6135
45866,125471,7lAs7IWYbsY_11000,0.0,9.457,/m/012n7d,9.457,-0x3f0560177a009aee,entrenamiento,-0x3f0560177a009aee,10.4135625
45843,125409,fKnhL9H-jFA_80000,2.873,10.0,/m/012n7d,7.127,0x406a3a9f2cf272bc,entrenamiento,0x406a3a9f2cf272bc,9.9735
45855,125431,enL18sXbrXM_12000,0.0,9.107,/m/012n7d,9.107,0x15fbf7e1b3c151,entrenamiento,0x15fbf7e1b3c151,11.06375
45847,125418,UbkUtLiMNSI_100000,0.0,0.292,/m/012n7d,0.292,0x3a8d790e3d5c3aec,entrenamiento,0x3a8d790e3d5c3aec,0.3101875
45823,125345,OVQMFBeCHq0_13000,0.0,9.825,/m/012n7d,9.825,0x35e68806f082bd0e,entrenamiento,0x35e68806f082bd0e,12.782
45861,125449,e1HvXlitvzA_40000,6.913,10.0,/m/012n7d,3.087,0x1fe2fdaceb1874b2,entrenamiento,0x1fe2fdaceb1874b2,3.1028125
45840,125398,04xrg4ZEU-A_10000,0.135,0.753,/m/012n7d,0.618,-0x2ec79c9c104caa9,entrenamiento,-0x2ec79c9c104caa9,0.7335
26687,75337,qAnq9qcmoWA_5000,9.396,9.864,/m/015p6,0.4679999999999999,0x649c26126c758060,entrenamiento,0x649c26126c758060,0.42275
26599,75112,c5YCUACICqM_30000,2.835,10.0,/m/015p6,7.165,-0x78da0de42598c878,entrenamiento,-0x78da0de42598c878,9.9735
26574,75050,FQRBUmbebmA_0,1.747,2.584,/m/015p6,0.837,-0x7821db560644495b,entrenamiento,-0x7821db560644495b,0.853625
26542,74952,vViUmqUrww8_19000,7.58,7.678,/m/015p6,0.0979999999999998,-0x5946f02b8cb93dc4,entrenamiento,-0x5946f02b8cb93dc4,0.1135
26827,75662,MzlNccZXWjw_30000,2.504,3.255,/m/015p6,0.7509999999999999,-0x5801ea11ad2934b,entrenamiento,-0x5801ea11ad2934b,3.2335
26581,75061,LaSdNOiwcSM_30000,2.065,2.443,/m/015p6,0.3780000000000001,0x5048ef3f146d0d8f,entrenamiento,0x5048ef3f146d0d8f,2.4135
26564,75017,P4jwC6Q7R6M_190000,0.961,1.709,/m/015p6,0.7480000000000001,-0x26f52a1b49e59d33,entrenamiento,-0x26f52a1b49e59d33,1.6935
26568,75042,aRYOkUUBuz4_30000,1.934,2.596,/m/015p6,0.6620000000000001,-0x1da1fa8ba6262f59,entrenamiento,-0x1da1fa8ba6262f59,2.5735
26776,75557,_9jodjs9jtk_410000,1.031,1.583,/m/015p6,0.552,0x74900d6ffa058bd4,entrenamiento,0x74900d6ffa058bd4,1.5535
26830,75668,adGaKeEi1RM_30000,2.834,2.961,/m/015p6,0.1269999999999997,-0x3b36717a4c94f34f,entrenamiento,-0x3b36717a4c94f34f,2.9335
47568,130341,Egf67CC1D_0_27000,8.589,9.104,/m/01h82_,0.5149999999999988,0xabbd0e5375918d4,entrenamiento,0xabbd0e5375918d4,0.5180625
47538,130249,Ah304Vt9l9U_0,0.0,10.0,/m/01h82_,10.0,-0x7ba3cc47def55cd8,entrenamiento,-0x7ba3cc47def55cd8,9.9935
47546,130296,2DLP1O8ogW8_0,0.066,10.0,/m/01h82_,9.934,-0x2ad20b93a84f9a62,entrenamiento,-0x2ad20b93a84f9a62,9.9735
47526,130214,M-KmXTwsohc_30000,0.0,10.0,/m/01h82_,10.0,-0x41057df8ae992304,entrenamiento,-0x41057df8ae992304,10.008
47533,130231,1Wdh2x18NNA_30000,0.0,10.0,/m/01h82_,10.0,-0x13d7e29f7a8be71e,entrenamiento,-0x13d7e29f7a8be71e,10.008
47626,130568,pGlkAZK6Cis_3000,7.108,7.444,/m/01h82_,0.3360000000000003,-0x56322b78ce11a8e1,entrenamiento,-0x56322b78ce11a8e1,0.3335
47577,130363,ZOF5mKg2zMY_0,5.27,6.281,/m/01h82_,1.011,0x16081e9dfea88c81,entrenamiento,0x16081e9dfea88c81,1.022625
47541,130267,jZX5twZFMzE_260000,1.588,4.846,/m/01h82_,3.258,-0x4522854fa7326e73,entrenamiento,-0x4522854fa7326e73,4.8135
47588,130403,4bp-AKTPBYE_3000,0.0,9.225,/m/01h82_,9.225,-0x42ddcca96f171e86,entrenamiento,-0x42ddcca96f171e86,12.182125
47561,130334,Egf67CC1D_0_27000,1.921,2.251,/m/01h82_,0.3299999999999998,-0x79622a2b21c7f277,entrenamiento,-0x79622a2b21c7f277,0.336125
16021,50280,QwXwXwmcUXU_30000,2.945,6.244,/m/01h8n0,3.299,0x5bb167ac03c2cc63,entrenamiento,0x5bb167ac03c2cc63,6.2135
15034,48335,DppvNj0JLO4_23000,4.693,9.856,/m/01h8n0,5.163,-0xa34e2925fde6e69,entrenamiento,-0xa34e2925fde6e69,5.16325
14874,48018,JQ_GK10jlB4_80000,0.013,5.109,/m/01h8n0,5.096,0x5808f7a6979d43c9,entrenamiento,0x5808f7a6979d43c9,5.111375
16889,51994,B4M6vp3coH0_30000,0.189,9.472,/m/01h8n0,9.283,0x14bd2bcc9c638264,entrenamiento,0x14bd2bcc9c638264,9.4535
15143,48524,lytBGv0Qe58_30000,0.656,8.813,/m/01h8n0,8.157,-0x7d9e74ce6c0db47e,entrenamiento,-0x7d9e74ce6c0db47e,8.7935
15721,49685,bONEOW9EDi0_30000,0.539,10.0,/m/01h8n0,9.461,0x21ecd929009e1e91,entrenamiento,0x21ecd929009e1e91,9.9735
15323,48857,Op1bXa1FU8I_0,0.0,9.404,/m/01h8n0,9.404,0x2ea69fb399dc4562,entrenamiento,0x2ea69fb399dc4562,9.3935
14147,46613,JJqWAH3wCmM_110000,1.364,2.264,/m/01h8n0,0.8999999999999997,-0x35981e4cdddae58,entrenamiento,-0x35981e4cdddae58,2.2335
14576,47439,8S_RkzFbZdE_30000,1.359,9.907,/m/01h8n0,8.548,0xf26e5cc2803d2e6,entrenamiento,0xf26e5cc2803d2e6,9.8735
16384,50984,JMhytGuXOl4_30000,0.91,10.0,/m/01h8n0,9.09,0x51633c6b68b88ff9,entrenamiento,0x51633c6b68b88ff9,9.9735
21474,62705,rvOkw27qWcs_29000,4.296,4.493,/m/020bb7,0.197,0x662addd0d1198b9c,entrenamiento,0x662addd0d1198b9c,0.2135
23572,67745,SI30NsqDhus_10000,2.312,2.532,/m/020bb7,0.2200000000000002,-0x21f44620a08ce890,entrenamiento,-0x21f44620a08ce890,2.5135
22144,64261,OEQZLR-eMJE_3000,7.902,8.329,/m/020bb7,0.4270000000000005,0x60cea25b2a6f1c55,entrenamiento,0x60cea25b2a6f1c55,0.4335
24980,71259,YzTz7bRIUlw_440000,4.0,4.222,/m/020bb7,0.2220000000000004,0x1d4029c1ff83d7f6,entrenamiento,0x1d4029c1ff83d7f6,0.2441875
21987,63878,DqxBpDRABqI_70000,2.952,3.138,/m/020bb7,0.1859999999999999,0x5ef4c013fb0da6f2,entrenamiento,0x5ef4c013fb0da6f2,3.1135
24020,68869,FCWFhArE1UU_380000,0.323,0.606,/m/020bb7,0.283,0x1457b5d8471cdee7,entrenamiento,0x1457b5d8471cdee7,0.5735
26459,74751,giFdmTCkbEk_0,0.471,0.611,/m/020bb7,0.14,0xa45de1344cc44e2,entrenamiento,0xa45de1344cc44e2,0.1559375
23969,68697,rs1Ma1iBVmY_30000,1.932,3.138,/m/020bb7,1.206,-0x2e0c8dd4cbf7a341,entrenamiento,-0x2e0c8dd4cbf7a341,3.1135
24102,69075,cIlrEnaiUlE_330000,2.893,3.208,/m/020bb7,0.3150000000000004,0x16dba8275ee1b30,entrenamiento,0x16dba8275ee1b30,3.1735
23758,68210,cNp1WgKZS0E_130000,3.726,3.872,/m/020bb7,0.1459999999999999,-0x5126a4823751f342,entrenamiento,-0x5126a4823751f342,0.16025
50543,138241,xQUm482X0fc_440000,0.0,10.0,/m/025wky1,10.0,0x2256ba4998953431,entrenamiento,0x2256ba4998953431,10.00275
50540,138232,_auQYIIj9aU_30000,0.0,10.0,/m/025wky1,10.0,0x20479096e392242e,entrenamiento,0x20479096e392242e,10.008
50542,138238,GMFLfbl2I4k_10000,1.261,10.0,/m/025wky1,8.739,0x3d89afe3bfb462f9,entrenamiento,0x3d89afe3bfb462f9,9.9735
50535,138221,-8zv-p2-fRY_100000,0.0,10.0,/m/025wky1,10.0,-0x2700ee82a43ddf4,entrenamiento,-0x2700ee82a43ddf4,10.016125
50552,138306,GxxcPHvUUg8_60000,0.0,5.634,/m/025wky1,5.634,0x7f1a8f276b2266bd,entrenamiento,0x7f1a8f276b2266bd,5.6428125
50546,138266,6vb-aJvM0PI_20000,0.0,10.0,/m/025wky1,10.0,0x291c633f1b9c337f,entrenamiento,0x291c633f1b9c337f,10.0001875
50548,138284,XsFoDvb8wmM_90000,0.0,10.0,/m/025wky1,10.0,0x6a00ab5c5bf4218e,entrenamiento,0x6a00ab5c5bf4218e,10.00775
50545,138259,MRsarUB6ZuQ_550000,0.0,10.0,/m/025wky1,10.0,0x4b389e2d64d9e2ab,entrenamiento,0x4b389e2d64d9e2ab,10.018875
50544,138256,8v4sEeK2Owc_0,0.0,10.0,/m/025wky1,10.0,0x1caa298d8f7386c8,entrenamiento,0x1caa298d8f7386c8,9.9935
50538,138227,9LNvK8OI9ds_20000,0.0,10.0,/m/025wky1,10.0,-0x321348fee8953b54,entrenamiento,-0x321348fee8953b54,10.0001875
40175,109667,vqVsEaMWYJQ_360000,2.27,2.64,/m/02mfyn,0.3700000000000001,0x850e6c8bb5e0285,entrenamiento,0x850e6c8bb5e0285,2.6135
40079,109440,pY6V3NPNYp4_30000,0.85,1.157,/m/02mfyn,0.307,-0x46d3c9a49d6a5982,entrenamiento,-0x46d3c9a49d6a5982,0.3111875
40087,109458,GPaAbjiyHJ4_20000,2.047,6.354,/m/02mfyn,4.307,0x59a6d4610a01961b,entrenamiento,0x59a6d4610a01961b,6.3335
40088,109459,MrYTVlkSGwg_0,0.579,0.993,/m/02mfyn,0.414,0x7408756769fc9086,entrenamiento,0x7408756769fc9086,0.9735
40142,109606,1SugbVzzM_w_120000,0.127,0.457,/m/02mfyn,0.33,0x7f290a395bd7d3e7,entrenamiento,0x7f290a395bd7d3e7,0.4335
40145,109612,2-BB_iabdPI_0,1.394,1.77,/m/02mfyn,0.3760000000000001,0x482ad267b878979f,entrenamiento,0x482ad267b878979f,1.7535
40101,109481,apaH7oczgoA_90000,1.701,2.009,/m/02mfyn,0.3079999999999998,-0x571d45e57d08a0d5,entrenamiento,-0x571d45e57d08a0d5,1.9935
40182,109693,1_4hxl7RL_I_2000,0.0,0.516,/m/02mfyn,0.516,-0x50ca124ff0f0d82f,entrenamiento,-0x50ca124ff0f0d82f,2.4935
40173,109664,QNKo1W1WRbc_22000,0.0,8.968,/m/02mfyn,8.968,0x6db9c504e913ac4f,entrenamiento,0x6db9c504e913ac4f,10.9335
40090,109461,HVYm2OG8xwE_30000,2.575,4.228,/m/02mfyn,1.6529999999999996,0x161e0b30b8b5d48f,entrenamiento,0x161e0b30b8b5d48f,4.1935
46105,126070,lVvnl7jEv30_1000,0.0,4.74,/m/02mk9,4.74,0xe5737c252b02c10,entrenamiento,0xe5737c252b02c10,5.7135
46139,126172,YDbxalELOOs_210000,2.109,10.0,/m/02mk9,7.891,-0x11562ab6451bd67f,entrenamiento,-0x11562ab6451bd67f,9.9735
46210,126436,TkpbSE_qzcs_30000,0.0,10.0,/m/02mk9,10.0,0x7246d6eaee08e0cb,entrenamiento,0x7246d6eaee08e0cb,10.008
46119,126119,ksvFAh8xd_0_30000,0.008,10.0,/m/02mk9,9.992,0x3eb36fa8f31b7624,entrenamiento,0x3eb36fa8f31b7624,9.9735
46151,126223,6VtoLXnEzLU_2000,8.519,9.033,/m/02mk9,0.5139999999999993,0x472e450ada935520,entrenamiento,0x472e450ada935520,0.4830625
46182,126330,aWcFn4pqU1c_13000,0.0,9.449,/m/02mk9,9.449,-0x40c5f91fecbe59e7,entrenamiento,-0x40c5f91fecbe59e7,12.38725
46149,126219,33-FRVzqj9Q_30000,2.063,10.0,/m/02mk9,7.936999999999999,-0x24a1e18c2bbcb767,entrenamiento,-0x24a1e18c2bbcb767,9.9735
46162,126272,AK6UoJTwXLs_30000,0.008,10.0,/m/02mk9,9.992,-0x4a2abc772096b3e2,entrenamiento,-0x4a2abc772096b3e2,9.9735
46176,126314,1epgSCFJX2k_6000,0.0,10.0,/m/02mk9,10.0,0x73286e272e2f509e,entrenamiento,0x73286e272e2f509e,10.02175
46146,126206,xNfffe4kgPk_0,0.116,3.994,/m/02mk9,3.878,-0x593b539872ac016f,entrenamiento,-0x593b539872ac016f,3.88225
45519,124580,6ssydXrw5Mw_30000,2.759,3.117,/m/02rhddq,0.3580000000000001,-0x4b2d55b4210637fb,entrenamiento,-0x4b2d55b4210637fb,3.0935
45652,124853,VI8GIS4-Y6Y_60000,2.377,3.204,/m/02rhddq,0.8270000000000004,0x640010b3ebfd1f0d,entrenamiento,0x640010b3ebfd1f0d,0.82775
45464,124405,j0LKRz8bR_A_30000,2.899,3.446,/m/02rhddq,0.5470000000000002,-0x41b3d3fc5ed5fe1c,entrenamiento,-0x41b3d3fc5ed5fe1c,3.4135
45361,124157,57QORZOa9eE_28000,5.502,5.991,/m/02rhddq,0.4889999999999999,0x5dde012d52a339eb,entrenamiento,0x5dde012d52a339eb,0.4935
45448,124346,dDJlxNXXEj0_20000,0.608,1.021,/m/02rhddq,0.4129999999999999,0x76c6721885fee969,entrenamiento,0x76c6721885fee969,0.9935
45564,124711,2osfCWJRGBg_30000,2.191,2.657,/m/02rhddq,0.4660000000000002,-0x2ba3ebcef654448d,entrenamiento,-0x2ba3ebcef654448d,0.4795
45624,124798,gDmFCFOlOks_0,0.984,1.357,/m/02rhddq,0.373,0x300772f8b40d40e0,entrenamiento,0x300772f8b40d40e0,0.3735
45193,123829,FJ07e-6Dcqs_30000,0.0,0.598,/m/02rhddq,0.598,0x706fa77bb3fbce48,entrenamiento,0x706fa77bb3fbce48,0.6039375
45195,123831,FJ07e-6Dcqs_30000,3.221,3.709,/m/02rhddq,0.488,0x5c8cc658ad71ae22,entrenamiento,0x5c8cc658ad71ae22,0.494375
45308,124051,EO_JWpGMzaE_30000,6.497,6.812,/m/02rhddq,0.3150000000000004,-0x71c798ecf4721393,entrenamiento,-0x71c798ecf4721393,0.3335
47005,128785,cePwCLP9Dig_1000,0.0,9.913,/m/02x984l,9.913,0x70493377d36b1ef8,entrenamiento,0x70493377d36b1ef8,10.8585625
47022,128868,gUGOiZ1kUGI_380000,0.008,10.0,/m/02x984l,9.992,0x7650d0efdec44df5,entrenamiento,0x7650d0efdec44df5,9.9735
47014,128838,6wtUZBZIjBs_3000,0.0,9.265,/m/02x984l,9.265,0xdda5e05dbb4aa90,entrenamiento,0xdda5e05dbb4aa90,9.283375
47007,128794,6CQEIeLZlqI_19000,0.0,8.898,/m/02x984l,8.898,0x7fcb86ceb43df785,entrenamiento,0x7fcb86ceb43df785,8.910375
47001,128773,j1upQJTWWzo_190000,2.33,2.73,/m/02x984l,0.3999999999999999,0x2720969244efb269,entrenamiento,0x2720969244efb269,2.7135
46983,128687,-L68XDzhn2g_80000,2.476,10.0,/m/02x984l,7.524,-0x4bf490b9525253e2,entrenamiento,-0x4bf490b9525253e2,7.5293125
47009,128805,v3BvfkzFzuE_40000,1.371,10.0,/m/02x984l,8.629,-0x2ebb287cd7d5b66b,entrenamiento,-0x2ebb287cd7d5b66b,9.9735
46984,128693,uMciuiVGM-o_30000,0.0,10.0,/m/02x984l,10.0,-0x7d932573e2607c05,entrenamiento,-0x7d932573e2607c05,10.008
47027,128920,9tSpgOf3kKE_110000,0.251,8.534,/m/02x984l,8.283000000000001,0x4c2cb24e880e5e84,entrenamiento,0x4c2cb24e880e5e84,8.5135
47025,128891,b9GHWtrkrlM_0,1.169,10.0,/m/02x984l,8.831,0x6acf4e5bb6d163fc,entrenamiento,0x6acf4e5bb6d163fc,9.9735
48879,133590,6SWFrb3Q90w_140000,0.405,1.704,/m/030rvx,1.299,0x7cedd53ce464f54b,entrenamiento,0x7cedd53ce464f54b,1.6735
48927,133717,rfoTBOvz9Qs_17000,6.808,7.227,/m/030rvx,0.4190000000000005,-0x2644bdc11fcd4345,entrenamiento,-0x2644bdc11fcd4345,0.4135
48875,133581,99mm9ywlVp4_90000,1.029,1.89,/m/030rvx,0.861,0x36a102696802ac3f,entrenamiento,0x36a102696802ac3f,1.8735
48898,133627,PioQQYM0PzM_30000,0.414,1.528,/m/030rvx,1.114,-0x2f94a61ffc789757,entrenamiento,-0x2f94a61ffc789757,1.4935
48911,133663,_YnwpM4cJMI_80000,2.867,3.074,/m/030rvx,0.2069999999999998,-0xfba2fccbbc87b47,entrenamiento,-0xfba2fccbbc87b47,3.0535
48930,133720,rfoTBOvz9Qs_17000,9.006,9.389,/m/030rvx,0.3829999999999991,-0x3c6645c7cf762102,entrenamiento,-0x3c6645c7cf762102,0.3935
48878,133589,ynN7qBTK2hw_20000,0.176,7.53,/m/030rvx,7.354,0x48c2ba42e0cc30bf,entrenamiento,0x48c2ba42e0cc30bf,7.3735
48884,133595,M1-0hqpMYDo_0,2.54,2.87,/m/030rvx,0.33,0x30badb64c709448c,entrenamiento,0x30badb64c709448c,2.8535
48915,133689,-ikrSfqB0LU_0,0.587,1.13,/m/030rvx,0.5429999999999999,0x1c0021d367c943a2,entrenamiento,0x1c0021d367c943a2,0.5535
48857,133538,w8DYoLeZLQc_30000,2.696,4.33,/m/030rvx,1.634,0x590cac358f5d161b,entrenamiento,0x590cac358f5d161b,1.6463125
46237,126517,y4J-msRR204_360000,7.772,10.0,/m/034srq,2.228,-0x15b6102802fe8300,entrenamiento,-0x15b6102802fe8300,2.238
46280,126677,NloZElzy8WA_11000,0.0,9.55,/m/034srq,9.55,-0x19266067671573d0,entrenamiento,-0x19266067671573d0,9.572875
46346,126891,V9jLqt7Z2dA_30000,0.0,10.0,/m/034srq,10.0,0x671a1802105119e,entrenamiento,0x671a1802105119e,10.008
46215,126454,U8uE-2tz5Sk_30000,2.973,10.0,/m/034srq,7.027,-0x7413c20024025fe3,entrenamiento,-0x7413c20024025fe3,9.9735
46348,126894,0xWD_SlWXBM_80000,2.865,3.734,/m/034srq,0.8689999999999998,-0x11eb900db5c90762,entrenamiento,-0x11eb900db5c90762,3.7135
46360,126942,cjxnDtyw9pE_30000,0.008,10.0,/m/034srq,9.992,0x1a9f87eb258cecc9,entrenamiento,0x1a9f87eb258cecc9,9.9735
46254,126592,arnUeJMTDyc_30000,0.0,9.822,/m/034srq,9.822,0x50959659fac1f05f,entrenamiento,0x50959659fac1f05f,9.82225
46335,126846,Z1InLISDd8k_21000,0.0,9.457,/m/034srq,9.457,-0x6c2ee47eb774de17,entrenamiento,-0x6c2ee47eb774de17,9.4645625
46287,126702,7hNSLbMb-vQ_22000,0.0,9.445,/m/034srq,9.445,-0x5b6a177633d79829,entrenamiento,-0x5b6a177633d79829,11.4135
46309,126772,JXDWYd3L4mI_40000,1.929,3.157,/m/034srq,1.228,-0x34a81821bacb18c3,entrenamiento,-0x34a81821bacb18c3,3.1335
48697,133069,cHalNt0uIz8_130000,0.0,10.0,/m/03j1ly,10.0,0x517dcdb615ca44d2,entrenamiento,0x517dcdb615ca44d2,10.0163125
48720,133157,S6oggwc35is_0,1.161,5.424,/m/03j1ly,4.263,-0x3d5289b81dde77cc,entrenamiento,-0x3d5289b81dde77cc,5.3935
48719,133151,hwr1RzU_fDE_410000,1.904,5.264,/m/03j1ly,3.3600000000000003,0x4101b57359010dc1,entrenamiento,0x4101b57359010dc1,5.2335
48702,133081,lS-ze9KlSRE_0,1.559,10.0,/m/03j1ly,8.441,0x72902b04831ade7,entrenamiento,0x72902b04831ade7,9.9735
48707,133102,iT9dFpbqj-s_26000,8.515,9.155,/m/03j1ly,0.6399999999999988,-0x2777d320a51de521,entrenamiento,-0x2777d320a51de521,0.6535
48705,133095,ysNK5RVF3Zw_0,0.268,10.0,/m/03j1ly,9.732,-0x64f374a5640a1df,entrenamiento,-0x64f374a5640a1df,9.9735
48726,133171,3SY0x9DGB60_30000,0.0,7.609,/m/03j1ly,7.609,-0x4209535f81757555,entrenamiento,-0x4209535f81757555,7.6156875
48692,133054,eBiM8S755gs_220000,0.0,1.427,/m/03j1ly,1.427,0xf7a7f76b6b46562,entrenamiento,0xf7a7f76b6b46562,1.4486875
48712,133125,FuxDgrbnLkk_30000,0.0,10.0,/m/03j1ly,10.0,-0x73ca25f5b2541494,entrenamiento,-0x73ca25f5b2541494,10.008
48708,133104,rhUfN81puDI_0,0.276,10.0,/m/03j1ly,9.724,-0x1eecd65ddf2458a5,entrenamiento,-0x1eecd65ddf2458a5,9.9735
46756,127876,dorWrFpbMo4_290000,0.065,6.691,/m/03kmc9,6.626,-0x2578a712b794e0f2,entrenamiento,-0x2578a712b794e0f2,6.6735
46793,127987,3V4NtS50ptI_60000,1.855,10.0,/m/03kmc9,8.145,-0x685150c3c9f937d8,entrenamiento,-0x685150c3c9f937d8,9.9735
46673,127645,3Otx5V-Tj1I_30000,0.0,9.382,/m/03kmc9,9.382,-0x46a709074af98822,entrenamiento,-0x46a709074af98822,9.40425
46675,127656,NYTsZvh1J2E_70000,0.008,10.0,/m/03kmc9,9.992,0x2ede9199b262a84d,entrenamiento,0x2ede9199b262a84d,9.9735
46773,127936,xmhXvD-BCT0_4000,6.129,6.81,/m/03kmc9,0.681,-0x55810c6524900dcf,entrenamiento,-0x55810c6524900dcf,0.6935
46833,128116,93QR6nEsX2Y_30000,0.781,6.748,/m/03kmc9,5.9670000000000005,-0x1d0205f3cc02de84,entrenamiento,-0x1d0205f3cc02de84,6.7135
46720,127777,fK07CyxnhQQ_30000,5.467,10.0,/m/03kmc9,4.533,-0x51ce3129934493b4,entrenamiento,-0x51ce3129934493b4,4.541
